XP1,XP2,XP3,XP4,XP5
21212.95,17409.46,10227.48,4242.59,2775.35
21095.06,17082.91,9949.63,4219.01,2742.48
20671.79,17104.83,9967.69,4134.36,2677.13
20676.11,17149.77,10004.13,4135.22,2693.06
21019.65,17199.83,10043.37,4203.93,2681.05
21611.67,17263.99,10092.9,4322.33,2679.32
21098.7,17060.02,9934.52,4219.74,2668.64
20999.38,17126.06,9986.43,4199.88,2688.27
21520.3,17007.03,9894.47,4304.06,2634.96
21019.13,16700.16,9663.31,4203.83,2701.28
19851.75,16738.29,9691.34,3970.35,2681.17
19515.73,16416.2,9448.92,3903.15,2669.56
19184.72,16361.58,9407.23,3836.94,2642.48
19198.83,16086.27,9195.87,3839.77,2652.21
19075.91,16101.68,9207.71,3815.18,2599.92
19145.98,15495.95,8743.02,3829.2,2586.55
19020.4,15776.98,8958.28,3804.08,2582.43
19129.16,15896.59,9052.27,3825.83,2570.12
19011.03,16091.8,9211.99,3802.21,2616.08
19386.52,16618.11,9646.02,3877.3,2645.59
19101.05,16508.33,9553.62,3820.21,2659.44
19191.83,16536.97,9577.61,3838.37,2604.04
18903.89,16396.29,9461.15,3780.78,2625.4
18986.15,16509.97,9552.13,3797.23,2662.54
18969.42,16381.16,9449.06,3793.88,2641.09
18427.98,16642.11,9651.03,3685.6,2649.61
18384.76,16809.68,9776.57,3676.95,2668.68
18741.1,16771,9747.84,3748.22,2673.86
18945.91,16832.44,9794.52,3789.18,2652.28
18987.54,16652.12,9652.84,3797.51,2680.02
18565.07,16671.14,9668.33,3713.01,2672.51
18972.58,16611.53,9619.74,3794.52,2700.95
19003.84,16215.03,9288.11,3800.77,2763.99
18872.69,16282.08,9343.7,3774.54,2634.85
19404.67,16002.51,9108.44,3880.93,2687.52
19112.96,15959.61,9071.69,3822.59,2737.12
19219.97,15893.47,9015.18,3843.99,2743.83
19662.03,15885.61,9008.46,3932.41,2860.75
19912.01,15793.6,8929.53,3982.4,2819.87
19784.01,15668.12,8820.51,3956.8,2783.76
19594,15388.41,8572.74,3918.8,2672.95
19760.61,15650.28,8803.68,3952.12,2676.95
19995.32,15883.69,9008.12,3999.06,2677.57
20003.54,15925.2,9045.32,4000.71,2596.87
20501.63,15935.51,9054.42,4100.33,2646.11
20481.19,16240.54,9323.37,4096.24,2690.37
20263.51,16341.76,9414.43,4052.7,2686.48
20433.98,16043.12,9146.24,4086.8,2733.18
19762.38,16098.61,9195.59,3952.48,2792.73
19886.15,16521.05,9577.96,3977.23,2606.43
20052,16459.71,9521.81,4010.4,2547.38
19978.93,16532.98,9587.11,3995.79,2584.26
19615.13,16508.29,9566.13,3923.03,2672.05
19471.29,16292.25,9394.09,3894.26,2584.43
20046,16001.65,9174.15,4009.2,2740.93
19740.67,16290.15,9393.06,3948.13,2739.54
18761.45,16554.25,9604.33,3752.29,2725.07
19141.82,16703.88,9727.76,3828.36,2666.96
18904.8,16265.43,9355.19,3780.96,2693.36
18693.05,15904.26,9039.98,3738.61,2670.47
18224.1,15319,8518.03,3644.82,2727.88
18215.51,15459.33,8643.72,3643.1,2679.82
18472.33,15249.61,8451.33,3694.47,2707.44
18259.92,15814.4,8977.62,3651.98,2753.15
18030.15,15733.27,8897.08,3606.03,2701.38
18405.3,15096.62,8242.11,3681.06,2726.84
18334.46,14955.47,8098.7,3666.89,2667.56
18278.51,14828.69,7972.49,3655.7,2675.7
18052.15,14942.75,8084.39,3610.43,2690.46
18406.19,14810.35,7956.84,3681.24,2678.2
18025.21,14853.13,7996.36,3605.04,2644.11
18343.18,14484.77,7663.08,3668.64,2604.48
18587.86,14586.67,7754.11,3717.57,2692.92
18438.75,14857.79,7999.09,3687.75,2708.2
18719.42,14936.18,8070.04,3743.88,2718.6
19020.83,14650.4,7812.76,3804.17,2672.93
19190.36,14680.09,7839.69,3838.07,2636.95
19880.71,14983.71,8124.24,3976.14,2603.32
19156.99,15267.93,8405.44,3831.4,2570.28
18755.73,15337.5,8475.48,3751.15,2617.4
18276.14,15219.62,8357.41,3655.23,2641.58
18325.59,15604.74,8748.55,3665.12,2664.51
18853.1,15541.78,8681.45,3770.62,2672.67
19325.58,15282.25,8409.57,3865.12,2657.5
19453.69,15341.75,8469.19,3890.74,2604.39
19704.41,15473.16,8597.52,3940.88,2726.48
19657.15,15145.7,8289.62,3931.43,2779.5
19785.47,14818.69,7993.35,3957.09,2822.35
19896.44,14746.6,7931.03,3979.29,2811.98
19661.69,14863.73,8031.12,3932.34,2843.45
19572.32,14659.99,7857.67,3914.46,2867.76
19533.79,14325.16,7580.28,3906.76,2864.1
19900.94,14221.78,7498.13,3980.19,2911.71
19615.54,14092.32,7398.71,3923.11,2942
18962.73,13937.37,7283.34,3792.55,2876.47
19160.79,13896,7252.94,3832.16,2852.33
18967.53,13980.11,7312.08,3793.51,2888.93
18845.37,13790.2,7180.06,3769.07,2817.87
19069.76,13658.28,7088.65,3813.95,2808.63
18920.81,13902.14,7258.48,3784.16,2796.62
18853.04,13821.63,7203.44,3770.61,2729.06
19167.93,13850.98,7222.78,3833.59,2711.2
19282.89,13535.49,7024.77,3856.58,2734.89
19393.71,13892.31,7241.91,3878.74,2728.08
19363.98,13575.36,7045.29,3872.8,2690.12
19116.77,13338.79,6901.58,3823.35,2667.99
18757.61,12881.95,6629.75,3751.52,2715.63
18702.66,12725.48,6536.8,3740.53,2748.59
19234.94,12827.24,6597.95,3846.99,2718.27
19298.04,13003.58,6702.98,3859.61,2719.65
19347.2,13039.23,6724.68,3869.44,2741.93
19455.14,12955.86,6674.55,3891.03,2765.75
19355.23,13158.94,6793.6,3871.05,2787.04
18971.04,13367.95,6916.43,3794.21,2777.26
19605.33,13005.22,6699.89,3921.07,2690.09
19496.19,12856.15,6611.87,3899.24,2747.02
19407.96,12777.72,6565.91,3881.59,2777.95
18901.75,13006.09,6702.2,3780.35,2766.53
18838.44,12783.33,6566.59,3767.69,2750.64
18775.43,12844.02,6603.71,3755.09,2734.58
18698.64,12671.09,6496.39,3739.73,2711.73
18157.6,12917.72,6652.09,3631.52,2756.02
18690.66,12814.12,6588.4,3738.13,2788.81
19204.12,12763.57,6558.64,3840.82,2790.66
19400.36,12855.52,6611.37,3880.07,2867.25
19086.65,13055.73,6727.8,3817.33,2844.35
19258.54,13181.07,6802.28,3851.71,2780.28
19189.94,13580.09,7044.71,3837.99,2608.7
19103.61,13552.16,7027.19,3820.72,2611.24
19405.8,13437.66,6954.15,3881.16,2653.97
19124.78,12828.1,6562.77,3824.96,2601.66
19010.32,12672.65,6461.55,3802.06,2654.11
18871.94,12680.47,6466.75,3774.39,2703.84
18876.61,12656.49,6450.68,3775.32,2592.78
18539.25,12225.28,6160.03,3707.85,2678.19
18407.42,12206.6,6147.37,3681.48,2793.96
18550.26,12136.42,6098.59,3710.05,2749.62
18656.18,12166.29,6119.6,3731.24,2788.86
18434.26,12291,6211.07,3686.85,2806.92
18565.01,12251.77,6181.41,3713,2876.87
18045.19,12597.65,6440.41,3609.04,2774.43
17965.97,12672.46,6497.26,3593.19,2790.47
18138.5,12787.65,6586.97,3627.7,2810.93
17974.22,12511.14,6375.05,3594.84,2772.71
17964.44,12437.19,6320.11,3592.89,2775.93
17489.38,12364.77,6269.4,3497.88,2582.83
17718.02,12528.33,6376.53,3543.6,2521.93
17185.79,12365.23,6274.48,3437.16,2582.16
17103.94,12234.15,6197.81,3420.79,2463.17
17023.19,12374.58,6274.36,3404.64,2573.44
17043.15,12166.76,6169.64,3408.63,2594.47
16776.03,12231.08,6199.99,3355.21,2598.39
17328.31,12080.26,6135.33,3465.66,2593.36
16894.13,12092.1,6140.12,3378.83,2543.63
16961.31,12067.47,6130.85,9656.46,2517.82
16174.04,11982.91,6100.96,9676.42,2521.62
16174.7,11997.52,6105.94,9609.49,2602.95
16305.94,11810.24,6045.42,9409.82,2572.2
16045.87,11887.5,6070.29,9204.91,2497.01
16187.97,12222.27,6176.65,9020.31,2533.9
16260.21,12166.03,6158.44,8874.93,2551.92
16483.75,12339.58,6215.29,9175.66,2709.67
16290.58,12109.91,6140.21,9464.64,2736.53
16080.87,11722.57,6013.99,9280.92,2850.96
15688.89,11565.2,5961.64,9462.94,2843.28
15627.67,11692.47,6004.29,9353.43,2894.41
15405.76,11828.9,6049.01,9465.84,2888.31
15505.24,11492.44,5940.53,9349.32,2917.62
15515.53,11507.35,5945.38,9076.74,2747.11
15867.77,11474.86,5935.01,9286.05,2737.11
15658.41,11233.8,5858.37,9047.59,2823.69
15861.42,11303.97,5880.36,9109.48,2857.44
15753.49,11240.27,5861.3,8973.99,2811.63
15486.2,11212.38,5853.12,9423.29,2963.14
15586.31,10846.57,5747.61,9420.85,3116.34
15347.58,10984.98,5787.52,9298.14,3158.85
15167.9,11064.65,5809.36,9161.65,3210.7
15062.28,11110.82,5821.65,9177.14,3029.38
15097.2,11046.8,5804.68,9099.3,2929.89
14906.32,10982.5,5787.81,8799.69,2751.25
15133.55,11017.64,5796.9,8479.75,2702.18
14877.07,10928.23,5774.33,8521.96,2744.39
14928.6,11011.68,5794.79,8543.97,2809.75
14964.52,11166.74,5831.84,8458.8,2680.38
14669.67,11434.56,5895.08,8371.77,2778.04
14552.02,11313.45,5866.44,8437.18,2963.29
14369.21,11310.21,5865.69,8364.38,3084.3
14581.27,11331.87,5870.6,8319.95,2636.81
14913.15,11187.98,5838.78,8269.16,2428.11
14660.37,11268.5,5856.26,8238.04,2443.31
14884.95,11308.76,5864.59,8257.12,2473.2
14868.58,11182.81,5839.9,8142.17,2387.07
14478.86,11029.61,5810.75,8267.85,2209.91
14339.45,11113.13,5827.02,8211.26,2061.55
14444.94,11214.34,5846.74,8229.76,2035.81
14477.84,11479.61,5898.36,8236.55,2150.07
13956.21,11492.57,5900.88,8124.4,1963.04
14053.67,11365.69,5875.28,8059.87,1925.23
14146.72,11421.79,5887.09,8166.08,1831.21
14096.3,11620.35,5929.95,8265.35,1886.77
13987.24,11592.71,5924.02,8453.42,1968.06
14349.21,11479.48,5899.54,8493.91,1897.75
14332.62,11576.49,5920.53,8437.63,2033.93
14330.55,11785.22,5965.69,8722.12,1896.02
14118.99,11701.39,5947.62,8736.02,1987.93
13892.64,11773.56,5962.93,9026.37,1952.6
13648.81,11592.92,5925.32,9063.18,1921.08
13580.59,11478.48,5901.72,9044.71,1923.03
13800.49,11648.37,5936.98,8901.6,1622.39
14051.96,11635.15,5934.2,8956.16,1573.68
14253.43,11619.7,5930.83,8517.08,1492.15
14453.52,11692.5,5947,8769.06,1422.85
14418.15,11435,5890.54,8940.78,1454.56
14215.97,11163.29,5830.06,9045.16,1487.17
14151.49,11182.38,5834.38,9082.62,1659.47
13710.64,11380.77,5878.24,9163.61,1642.38
13658.24,11340.9,5869.61,9287.85,1726.73
13887.92,11282.38,5857.24,9202.04,1655.68
13910.75,10914.99,5780.05,9443.85,1488.75
14090.61,10550.22,5699.85,9598.16,1447.05
14170.27,10484.38,5684.32,9612.69,1559.65
14057.02,10116.49,5590.83,9662.21,1660.19
14334.36,10073.83,5579.32,9856.41,1727.87
14319.14,10331.08,5650.87,9672.24,1741.93
14123.65,10309.91,5645.17,9574.05,1720.43
14137.18,10443.14,5679.38,9697.32,1523.91
13888.48,10267.35,5634.48,9683.75,1551.03
14052.66,9913.12,5541.61,9900.98,1712.42
14157,10194.32,5618.26,9366.59,1724.1
14082.55,10395.52,5672.34,9184.73,1953.53
13966.94,10593.3,5724.42,9321.79,1887.62
14216.98,10384.68,5669.2,9776.97,1879.46
13943.26,10488.23,5698.09,10002.87,1952.38
13724.38,10345.75,5657.2,10079.41,1895.41
13826.85,10442.91,5685.82,10315.59,1909.96
13709.53,10465.08,5692.46,10416.03,1853.72
13934.82,10196.11,5613.09,10371.42,1769.6
13867.67,10053.59,5570.17,10178.97,1718.66
14173.24,9456.78,5385.14,10390.84,1793.69
14301.94,9607.55,5435,10350.28,1845.81
13646.08,9635.97,5444.58,10377.18,1894.82
13219,9777.69,5491.95,10592.35,1921.45
13649.52,9680.71,5459.25,10719.49,1843.67
13887.3,9887,5530.32,10782.58,1888.28
13528.53,10166.93,5627.74,10736.56,2091.32
13026.52,10157.29,5624.4,10684.51,2005.17
13387.38,10304.12,5675.46,10637.9,2259.43
13126.99,10298.72,5673.54,10839.83,2180.79
13755.11,10567.79,5772.34,10925.09,2282.77
14365.2,10407.37,5711.47,10961.22,2356.01
13867.69,10259.17,5651.93,11001.58,2268.59
13586.54,9990.68,5540.93,10961.78,2328.96
13186.32,10061.77,5571.58,10977.1,2457.86
13353.43,10096,5586.51,10871.7,2598.27
13041.97,10056.01,5569.04,10870.36,2456.51
12534.42,9807.98,5458.96,10877.3,2378.19
13078.35,9844.89,5475.44,10822.11,2491.48
13323.83,9778.56,5446.03,10739.12,2531.04
13513,9934.28,5514.36,10679.28,2440.15
13391.21,9971.77,5530.44,10679.54,2522.46
13388.93,9891.59,5497.47,10644.25,2345.51
13515.16,9732.46,5434.09,10685.01,2274.62
13228.87,9841.48,5477.41,10636.5,2233.11
13203.18,9732.84,5434.74,10634.51,2261.32
13240.32,9779.88,5452.66,10972.54,2127.47
13636.48,9758.62,5445.06,11071.42,1978.47
13787.14,9710.3,5428.9,11091.45,2013.57
14117.56,9734.1,5436.45,10943.52,2029.4
14156.9,9774.71,5448.62,10894.67,2148.26
13892.98,9682.18,5421.4,10769.56,2066.61
13811.48,9775.18,5448.79,10924.55,2087.46
13502.51,9818.2,5461.48,10881.47,2237.88
13668.1,10034.99,5525.13,10772.78,2239.25
13912.74,9817.06,5461.18,10840.9,2022.33
13900.54,9644.96,5410.77,10735.57,1903.74
13702.7,9637.83,5408.69,10823.86,1866.11
13907.63,9662.59,5415.91,10534.83,1859.8
13934.11,9825.3,5463.21,10568.52,1874.1
13858.48,9745.27,5439.61,10554.97,1857.63
14057.77,9627.05,5402.83,10260.31,1947.65
13928.42,9879.2,5486.33,10258.28,1983.84
14102.23,9815.24,5465.04,10041.8,1977.89
13989.22,9711.31,5431.43,10062.16,1968.09
14040.02,9573.74,5387.82,10118.03,1951.89
14159.29,9400.47,5333.99,10204.99,1900.37
14000.98,9280.9,5296.02,10129.51,1958.26
14051.58,9534.25,5380.3,10287.41,1899.04
14037.86,9525.45,5377.29,10393.73,1863.03
14126.22,9520.01,5375.48,10383.27,1969.28
14017.92,9585.13,5395.85,10425.23,1912.85
14006.19,9615.8,5405.1,10587.69,1929.28
14163.64,9609.68,5403.38,10638.88,1852.24
14180.78,9857.39,5471.85,10491.2,1905.14
14248.56,9890.07,5480.3,10469.62,1852.14
14226.49,9785.59,5454.27,10441.16,1827.63
14123.15,10075.84,5525.3,10395.93,1829.96
14121.77,9949.06,5495.22,10397.95,1797.24
13983.97,10035.94,5516.17,10367.13,1733.56
13636.18,9618.87,5415.64,10483.43,1717.86
13810.94,9374.78,5353.63,10766.15,1680.94
13655.24,9577.06,5407.36,10692.03,1655.19
13370.96,9642.32,5425.38,10358.23,1693.38
13534.75,9863.32,5488.76,10403.79,1623.28
13532.78,10129.82,5567.4,10371.48,1622.45
13414.95,10070.43,5549.95,10365.86,1560.64
13381.03,9849.85,5481.42,10262.7,1570.93
13281.09,10010.06,5533.26,10381.73,1593
13486.39,10054.42,5547.93,10742.14,1583.41
13660.47,10050,5546.43,10986.34,1580.21
13264.88,10038.11,5542.36,10914.84,1574.52
13346.27,9744.7,5442.71,10809.84,1610.15
13513.05,9754.46,5445.99,10641.36,1617.34
13665.93,9675.55,5419.41,10669.28,1600.85
13110.67,9758.62,5447.57,10248.3,1609.18
13054.03,9886.09,5491.54,10210.76,1612.19
13527.33,9913.01,5500.92,10052.11,1652.96
13752.29,9902.15,5497.15,9607.66,1629.38
13261.9,10017.26,5537.95,9518.7,1601.11
12799.01,9781.99,5452.92,9591.05,1590.92
12928.61,9647.2,5403.84,9299.69,1545.56
12884.64,9728.2,5433.51,9001.24,1541.32
13129.67,9822.82,5468.23,9217.72,1530.77
13213.19,10011.83,5536.72,9455.2,1549.18
13237.98,10087.99,5564.25,9488.6,1592.32
13299.16,10058.95,5553.4,9123.41,1569.73
13363.94,9836.25,5465.8,9175.64,1559.31
12863.39,9479.18,5318.3,9209.46,1546.08
13743.03,9712.93,5421.36,8880.97,1563.17
13101.83,9833.05,5477.04,8838.95,1573.84
13094.79,9703.59,5413.82,9319.38,1570.03
12897.02,9561.73,5341.12,9397.81,1583.66
13471.02,9709.9,5416.72,9843.74,1557.35
13780.22,9564.29,5343.27,9707.54,1570.84
13629.9,9771.25,5448.37,9830.94,1567.26
13691.84,9836.02,5481.16,10050.88,1574.24
14019.62,10023.64,5579.22,9957.77,1604.09
14732.03,10336.48,5739.95,10203.84,1603.31
14858.41,10590.92,5866.92,10052.82,1605.54
14447.47,10694.61,5916.44,10124.48,1638.29
14065.49,10568.65,5858.67,10186.9,1634.65
14764.18,10395.13,5780.2,10482.73,1631.99
13770.82,10112.92,5648.8,10658.58,1627.61
14957.39,10465.83,5823.83,10832.51,1633.55
14836.66,10563.64,5874.76,10468.62,1623.9
14616.55,10907.04,6058.01,10548.04,1625.91
14696.3,11052.49,6138.68,10471.37,1655.52
15203.46,10832.41,6010.91,10442.53,1642.51
15377.28,10482.67,5803.34,10445.25,1643.6
14219.41,10254.1,5664.54,9956.87,1612.74
14389.04,10213.45,5638.69,9886.74,1589.76
14609.8,10462.59,5798.53,9638.01,1594.41
14914.68,10347.34,5721.91,9590.03,1600.78
14288.81,10523.5,5841.76,9749.36,1591.32
12871.2,10491.37,5819.86,9608.55,1606.22
12689.72,10426.7,5776.18,9736.67,1595.75
12292.5,10036.73,5519.86,9638.15,1588.35
12028.59,10295.29,5686.61,10160.26,1611.3
11744.55,10173.93,5608.9,10031.33,1600.68
11637.62,10285.8,5679.34,9616.16,1567.32
11560.61,10548.41,5840.83,9806.98,1571.93
11766.66,10657.72,5908.64,10111.28,1595.71
12016.59,10736.95,5957.39,9976.94,1625.32
11819.7,10696.3,5932.82,10308.1,1605.84
11735.86,10580.58,5864.23,10891.02,1615.99
11813.47,10671.55,5917.97,10477.33,1596.15
12112.02,10547.9,5845.97,11127.34,1587.79
12098.71,10658.99,5909.33,10902.79,1602.74
11653.86,10794.24,5982.25,10392.5,1588.84
11710.37,10652.26,5908.49,10391.37,1574.09
11682.77,10924.12,6050.13,9767.99,1588.37
12081.54,10927.78,6052.09,9505.45,1592.49
12157.47,10696.94,5928.04,9839.39,1601.19
12025.3,10761.82,5963.46,9809.31,1591.66
11944.97,10867.4,6021.84,9932.17,1548.53
11854.67,10615.49,5882.1,9816.48,1512.29
11888.61,10816.79,5993.4,9807.57,1519.21
11919.25,10873.33,6025.38,9912.86,1593.16
12062.77,10789.65,5978.14,9794.73,1599.07
12106.39,10765.44,5964.67,9565.28,1529.02
12057.23,10499.69,5817.8,9749.23,1582.56
11905.03,10632.46,5891.82,9959.79,1525.66
12001.92,10795.94,5987.68,10531.61,1522.68
11992.78,10880.23,6037.79,10805.09,1522.59
12028.61,10604.48,5872.74,10831.2,1509.18
12207,10719.64,5943.13,10247.54,1512.13
12501.53,10732.45,5951,10449.63,1541.19
12324.45,10734.28,5952.13,10173.71,1507.39
12612.79,10854.37,6026.09,10448.41,1510.26
12436.38,10871.65,6036.62,11370.04,1500.66
12494.38,10770.43,5974.69,10885.97,1469.92
12543.14,10771.69,5975.46,10882.56,1503.77
12489.07,10658.45,5906.25,10925.67,1530.19
12769.87,11004.91,6122.75,10482.55,1493.97
12638.32,11038.12,6144.02,10220.13,1513.86
12758.09,11272.29,6295.93,10355.15,1509.05
12755.6,11562.6,6491.52,10160.98,1466.26
12569.86,11691.66,6579.38,10262.9,1424.33
12807.3,11521.99,6463.26,10557.58,1453.42
12353.21,11590.55,6510.38,10662.33,1383.83
12267.49,11512.31,6457.55,10607.49,1392.53
11995.98,11884.08,6711.38,10690.05,1362.86
12027.81,11683.65,6575.27,11090.18,1394.56
12072.93,11662.72,6561.15,11091.3,1404.04
11856.41,11693,6581.06,11042.47,1405.32
11982.05,11783.45,6639.34,11020.08,1361.42
11778.64,11682.21,6576.13,11104.52,1384.82
11876.76,11687.89,6579.43,11258.91,1363.83
11908.78,11687.27,6579.08,11271.83,1350.86
12014.84,11642.94,-6554.66,11068.43,1273.48
11891.26,11362.62,6398.9,10940.48,1293
11903.8,11323.15,6377.23,11411.06,1278.04
11839.72,11392.51,6414.45,11455,1329.82
11641.02,11329.22,6381.34,11701.87,1370.39
11660.02,11121.15,6278.02,11910.96,1401.46
11855.18,11047.34,6242.82,12111.92,1406.82
11778.64,11084.95,6259.79,12730.3,1403.34
11758.76,10842.96,6154.19,12681.83,1420.45
11823.27,11056.15,6247.56,12868.98,1456.88
11826.76,11400.34,6395.92,12966.58,1535.94
12003.21,11223.48,6321.53,12841,1537.08
12072.64,11330.5,6365.71,12954.92,1552.93
12321.36,11460.69,6418.42,13134.99,1489.23
12360.79,11390.38,6390.76,13147.14,1485.37
12226.6,11367.23,6381.61,13150.62,1403.16
12286.06,11556.47,6457.37,13221.37,1398.43
12154.06,11512.14,6439.4,12992.31,1395.4
12005.11,11298.13,6351.62,12961.53,1382.98
11982.07,11400.49,6393.53,13026.77,1331.61
12098.59,11250.73,6333.19,12983.85,1316.45
12139.68,11139.87,6288.89,13135.69,1241.99
12228.27,11268.13,6339.37,13015.62,1273.18
12342.62,11451.35,6410.38,12765.82,1205.99
12320.48,11737.27,6521.24,12815.55,1244.22
11972.97,11873.44,6574.02,12717.8,1256.91
12076.89,12032.1,6633.91,12994.08,1244.99
12306.25,11811.32,6554.59,12509.98,1302.51
12312.85,11634.19,6492.83,12658.4,1199.62
12139.45,11702.39,6515.75,12815.82,1277.91
12078.24,11788.19,6543.39,12389.98,1278.85
11907.47,11813.08,6551.1,12412.74,1201.36
11899.1,11685.36,6513.49,12475.29,1269.91
12026.74,11869.82,6566.31,12483.37,1232.38
12198.34,12103.26,6632.8,12548.84,1290.43
12243.39,12040.94,6615.03,12334.43,1210.65
12055.62,11969.98,6593.82,12542.68,1223.75
12198.67,12284.34,6694.42,12546.77,1168.18
12431.04,12499.27,6764.94,12189,1099.54
12775.46,12922.42,6903.87,12279.75,1071.01
12696.36,12569.98,6790.85,12290.04,1024.55
12776.44,12314.61,6705.73,12153.84,932.95
12982.71,12348.71,6717.64,11926.18,938
12963.34,12032.61,6606.48,11866.45,927.99
13049.55,12061.59,6617.25,11618.75,972.47
13080.03,12411.64,6753.59,11916.96,1019.54
13060.91,12225.56,6675.99,11926.31,1077.14
13081.37,12319.01,6717.22,12009.14,1108.47
13201.94,12442.17,6776.54,11993.03,1076.59
13265.07,12619.59,6867.47,12063.72,993.55
13186.07,12305.54,6696.45,11935.74,1038.68
12743.17,12300.12,6693.35,11926.96,930.55
12568.39,12573.34,6857.27,11877.97,935.86
12564.22,12929.3,7081.69,11825.26,952.68
12018.92,12911.69,7069.97,11849.75,930.09
12400.1,13109.81,7201.57,11763.72,958.07
12108.51,13051.97,7163.01,11638.04,1025.46
11901.47,13130.83,7216.39,11515.75,918.13
12183.83,12815.72,7001.5,11547.86,1004.36
11823.47,12914.9,7069.65,11539.88,986.93
11957.16,12742.12,6948.75,11795.3,961.1
11897.09,12876.55,7042.16,11951.1,828.63
11988.99,13013.3,7135.79,12180.66,879.96
12166.78,13068.01,7172.63,12227.27,839.73
11982.23,12850.16,7028.55,12112.46,846.95
11841.26,12966.61,7102.67,11943.38,829.56
11253.51,12852.06,7031.89,11801.04,826.22
11085.3,12581.54,6869.01,11598.06,817.97
11145.42,12402.95,6763.34,11338.98,811.87
11248.34,12511.88,6826.77,11369.72,779.51
11625.49,13067.32,7146.38,11414.48,791.74
11638.63,13018.98,7118.32,11387.72,679.24
11730.76,13168.72,7204.07,11472.27,646.64
11744.26,13134.93,7184.67,11272.31,669.31
11667.41,13186.99,7214.69,11201.3,699.23
11769.65,13044.75,7131.83,11173.85,762.05
11826.16,13051.01,7135.45,11106.28,783.02
11840.11,13056.6,7138.66,11112.42,767.49
11743.02,12990.96,7101.71,10954.56,776.23
11738.27,12537.32,6855.17,10983.89,770.39
11853.86,12600.42,6889.21,10875.35,780.23
11962.97,13013.66,7113.26,10839.61,775.45
11869.43,13286.92,7259.48,10792.48,780.94
11734.02,13260.37,7245.39,10842.65,788.24
11845.48,12933.22,7070.21,10902.72,797.24
12085.24,12856.23,7028.82,11193.93,799.54
12112.14,12583.26,6883.39,11233.74,782.25
12036.02,12829.85,7011.69,11318.96,791.49
11825.63,12450.37,6810.53,11068.66,820.25
11717.5,11641.33,6348.95,11018.48,818.35
11372.58,11998.28,6561.95,10989.43,832.96
11200.12,12195.8,6685.75,10707.89,855.44
